,name,god_0,god_1,god_2,city,addr,religion,tel,principal,longitude,latitude,dist
1507,財團法人新北市中和福和宮,神農大帝,,,新北市,廣福路112號,道教,02-22495338,游炎川,121.50170135498,25.001579284668,中和區
1508,新北市義天宮,天上聖母,,,新北市,永福里車路頭街150號,道教,02-22868146,劉文川,121.483703613281,25.0761699676514,三重區
1509,天后宮,天上聖母,,,新北市,福利里福德南路152號,道教,02-29758453,葉世賢,121.500701904297,25.0581302642822,三重區
1510,慈生堂,九皇大帝,,,新北市,萬壽里安和路58巷19號,道教,02-29722335,張新森,121.500297546387,25.0699005126953,三重區
1511,普安堂,普庵祖師,,,新北市,祖田里9鄰龍泉路47號,佛教,02-22670219,李鶯嬌,121.416297912598,24.9442691802979,土城區
1512,上玄道院,三清道祖,,,新北市,清化里石門路63號,道教,02-22616159,林蔡雪花,121.456901550293,24.9623508453369,土城區
1513,軒轅教基隆神宮,軒轅黃帝,,,基隆市,復興路84巷22之4號,軒轅教,02-24373995,柳素連、簡民團,121.726501464844,25.1440601348877,中山區
1514,基隆仙洞福德宮,福德正神,,,基隆市,仁安街5號,道教,02-24264633,李銘德,121.748107910156,25.1451683044434,中山區
1515,慈雲寺,普庵祖師,,,基隆市,安一路177巷45號,佛教,02-24221127,李林寶玉,121.731498718262,25.1322002410889,安樂區
1516,一德福德宮,福德正神,,,臺北市,中央北路4段515巷3弄臨16-1號,道教,02-28913991,陳榮華,121.469299316406,25.1281509399414,北投區
1517,雲來寺,釋迦牟尼佛,,,臺北市,奇岩里公館路186號,佛教,02-28939966,洪鴻榮,121.50700378418,25.1285095214844,北投區
1518,清水巖福正宮,福德正神,,,新北市,江北里汐萬路一段312號,道教,02-86921653,李世昌,121.650199890137,25.0752506256104,汐止區
1519,新屋善永寺,釋迦牟尼佛,,,桃園市,中華南路1段121巷326號,佛教,03-4971388,游法明,121.115997314453,24.9648399353027,新屋區
1520,重威宮,三府王爺,,,新北市,萬里里瑪鍊下街51號,道教,02-24924686,陳來生,121.688621520996,25.179443359375,萬里區
1521,道光山永德寶宮,孚佑帝君,,,新北市,溪底里烏塗炭9號,道教,032-921603,陳梅,121.637985229492,25.1508884429932,萬里區
1522,福安宮,福德正神,,,新竹市,頂埔里4鄰牛埔路170巷48號,道教,03-5387765,曾信雄,120.951103210449,24.8006992340088,香山區
1523,財團法人基隆極樂寺,釋迦牟尼佛,,,基隆市,信二路270號,佛教,-0988301762,蕭淑真,121.747299194336,25.1308403015137,信義區
1524,財團法人台灣省基隆市濟安宮,關聖帝君,,,基隆市,義七路42號,道教,02-24242473,,121.753746032715,25.1317119598389,信義區
1525,財團法人臺灣省臺北縣白雲寺,釋迦牟尼佛,,,新北市,白雲里白雲路283號,佛教,02-26474890,朱紫明,121.652000427246,25.0412406921387,汐止區
1526,財團法人台北市金萬成團,玄天上帝,,,臺北市,民權里民權西路184巷1號,道教,02-25576116,謝進財,121.518898010254,25.0623207092285,大同區
1527,台北佛教蓮社,阿彌陀佛,,,臺北市,東光里南京東路5段59巷29弄4號,佛教,02-27681522,陳玉峰,121.559555053711,25.0529499053955,松山區
1528,財團法人台北市淨土宗善導寺,釋迦牟尼佛,,,臺北市,梅花里忠孝東路1段23號,佛教,02-23415758,了中,121.524841308594,25.0449657440186,中正區
1529,財團法人台北市天德堂總堂,一氣宗主,,,臺北市,黎和里和平東路3段596號,天德聖教,02-23771332,何少華,121.562149047852,25.0139827728271,大安區
1530,財團法人新北市三重區慈惠宮,蘇府王爺,,,新北市,文化北路17號之1,道教,02-29722797,林煒財,121.5,25.0636501312256,三重區
1531,財團法人新北市中和區樂天宮,釋迦牟尼佛,孚佑帝君,,新北市,中興街263巷38號,佛教,02-22475535,游充仁,121.499397277832,24.9868507385254,中和區
1532,財團法人台灣省桃園縣桃園蓮華寺,普庵祖師,,,桃園市,慈文里慈文路410號,佛教,03-3550595,康全發,121.298500061035,25.0039901733398,桃園區
1533,保安宮,廣澤尊王,,,新北市,安坑里建安91之1號,道教,02-26727386,范孝賢,121.455902099609,24.920560836792,三峽區
1534,天南寺,釋迦牟尼佛,,,新北市,介壽路二段138巷169號,佛教,02-86762556,洪鴻榮,121.395401000977,24.9332294464111,三峽區
1535,龍雲宮,天上聖母,,,新北市,五龍里民義路二段22巷19弄21號之2,道教,02-22935676,張年德,121.419898986816,25.1002006530762,五股區
1536,沛陂金安宮,金府王爺,,,新北市,福安街15號,道教,02-22683075,謝石金,121.420097351074,24.9650192260742,土城區
1537,蓮香寺,燃燈佛,釋迦牟尼佛,彌勒佛,新北市,五寮里詩朗16之2號,佛教,02-26729109,郭素貞,121.372299194336,24.8523197174072,三峽區
1538,聖弘寺,釋迦牟尼佛,,,新北市,國校里國校路41號,佛教,02-29111732,許春玉,121.537902832031,24.9553604125977,新店區
1539,妙祥禪寺,普庵祖師,,,新北市,新潭路三段231巷15號,佛教,02-29149419,黃曙紅,121.504898071289,24.9028797149658,新店區
1540,漁澳福德宮,福德正神,,,新北市,龜吼里漁澳16之2號,道教,02-24922797,郭美鈴,121.686874389648,25.1949806213379,萬里區
1541,海清宮,閻羅天子包青天,,,新北市,忠孝里大同南路78巷23號,道教,02-89761766,黃麟富,121.497299194336,25.0594902038574,三重區
1542,清溪福德宮,福德正神,,,新北市,清溪里青雲路183巷,道教,02-22600638,彭成熒,121.459457397461,24.9828758239746,土城區
1543,元聖宮,三官大帝,,,新竹縣,清水里7鄰汶水坑136號,道教,03-0919260115,羅字森,121.142715454102,24.8670425415039,新埔鎮
1544,松山霞海城隍廟,城隍爺,,,臺北市,慈祐里八德路4段439號,道教,02-27652046,沈宗陳,121.57022857666,25.0498714447021,松山區
1545,蘆洲文武大眾爺廟,大眾爺,,,新北市,成功路156之1號,道教,02-22859290,楊蓮福,121.471702575684,25.0833206176758,蘆洲區
1546,財團法人台北市妙德蘭若,釋迦牟尼佛,,,臺北市,永福里仰德大道2段41巷24號,佛教,02-28316390,陳桂蓉,121.541900634766,25.1020908355713,士林區
1547,財團法人桃園市大溪區龍山寺,普庵祖師,,,桃園市,信義路1125號,佛教,03-3875881,陳榮光,121.324203491211,24.8943996429443,大溪區
1548,財團法人台灣省台北縣玄吉寺,釋迦牟尼佛,,,新北市,安和里28鄰安興路131巷1號,佛教,02-22112590,馮天祿,121.51530456543,24.9801387786865,新店區
1549,財團法人台灣省桃園縣中壢仁海宮,天上聖母,,,桃園市,新街里延平路198號,道教,03-4523356,李合鑑,121.227897644043,24.962329864502,中壢區
1550,財團法人台灣省基隆市海印寺,釋迦牟尼佛,,,基隆市,崇德路10巷68號,佛教,02-24234227,駱賢齊,121.727600097656,25.1300296783447,安樂區
1551,財團法人台北市至善堂,普庵祖師,,,臺北市,延平里保安街49巷16號,佛教,02-25570903,施建仁,121.51203918457,25.0583972930908,大同區
1552,財團法人台北市聖觀寺,準提菩薩,,,臺北市,光能里赤峰街33巷1號,佛教,02-25588066,林麗貞,121.519401550293,25.053840637207,大同區
1553,廣明寺,釋迦牟尼佛,,,新北市,廣明里中興路一段68號,佛教,02-29188450,林瑞蘭,121.53980255127,24.9597492218018,新店區
1554,淡水黃帝神宮,軒轅黃帝,,,新北市,水碓子34之1號,,02-26212315,洪志昇,121.486297607422,25.2266693115234,淡水區
1555,天宏宮,玉皇大帝,,,新竹市,軍功里8鄰建功一路31號,道教,03-5710095,胡漢龑,120.997901916504,24.7974395751953,東區
1556,代勸堂,關聖帝君,,,新竹縣,新鳳村10鄰燥坑19號,道教,03-5921729,劉阿鍊,121.100700378418,24.7662792205811,芎林鄉
1557,玄義宮,玄天上帝,,,新北市,潭邊里9鄰小粗坑15號旁,道教,02-26632096,陳宗正,121.681900024414,24.9818000793457,石碇區
1558,北山福德宮,福德正神,,,新北市,康寧街89號,道教,02-26417256,王三福,121.620101928711,25.06662940979,汐止區
1559,觀玉堂,普庵祖師,,,新北市,長安路77巷19號,道教,02-29410153,邱長吉,121.668983459473,25.0786952972412,汐止區
1560,財團法人台北市妙道院,釋迦牟尼佛,,,臺北市,新庄里農安街87號,佛教,02-25945420,林康月,121.528846740723,25.0649814605713,中山區
1561,財團法人新北市烏來妙心寺,釋迦牟尼佛,,,新北市,烏來里烏來街71號,佛教,02-26616397,陳東鍠,121.552597045898,24.8647308349609,烏來區
1562,財團法人台北市松山慈祐宮,天上聖母,,,臺北市,慈祐里八德路4段761號,道教,02-27669212,陳玉峰,121.577697753906,25.0510597229004,松山區
1563,財團法人台北市雙境廟,福德正神,,,臺北市,松江里松江路235巷22號,道教,02-25026491,康車,0.0,0.0,中山區
1564,財團法人台北市智仁宮,關聖帝君,,,臺北市,國慶里昌吉街95巷23號,道教,02-25919870,蔡逸槐,121.509696960449,25.0663108825684,大同區
1565,新竹市振湖福德宮,福德正神,,,新竹市,樹下里9鄰牛埔南路428-1號,道教,03-5387197,葉國昇,120.931900024414,24.7921390533447,香山區
1566,無極靈山台,瑤池金母,,,新北市,粗坑里湖興路111號,道教,02-26666919,詹高秀蘭,121.559303283691,24.9356803894043,新店區
1567,深圳玄天宮,玄天上帝,,,桃園市,深圳里4鄰20號,道教,-0928565633,林煥琛,121.011932373047,24.9563694000244,新屋區
1568,無極靈天宮,瑤池金母,,,新北市,格頭里12鄰荖寮20號,道教,02-26651996,廖明坤,121.619590759277,24.9594421386719,石碇區
1569,華蓮寺,普庵祖師,,,新竹縣,嘉樂村11鄰102號,佛教,03-5841375,鍾德亨,121.204498291016,24.7079372406006,尖石鄉
1570,紫霞堂,普庵祖師,,,新竹市,寶山路380巷15號,佛教,03-5257040,鄭埱精,120.986297607422,24.7852897644043,東區
1571,瓊林慶臨宮,福德正神,,,新北市,瓊林路48號,道教,02-22056696,許正雄,121.447303771973,25.0296802520752,新莊區
1572,三元宮,三官大帝,,,新北市,埤林里裕民路147號,道教,02-22662827,黃永昌,121.45189666748,24.986270904541,土城區
1573,南天行政世界道場,關聖帝君,,,新北市,安坑里建安140之2號,道教,02-26681093,邱金和,121.465698242188,24.9143905639648,三峽區
1574,新莊潮江寺,普庵祖師,,,新北市,興漢里14鄰碧江街47號,佛教,02-29973916,林正德,121.451499938965,25.0330905914307,新莊區
1575,忠順廟,保儀尊王,,,新北市,義民里公園路10號,道教,02-26416900,鄭梓建,121.658996582031,25.0685195922852,汐止區
1576,財團法人台北市靈源寺,濟公活佛,,,臺北市,四育里虎林街26巷5號,佛教,02-27676091,林園,121.576622009277,25.0468215942383,信義區
1577,財團法人天德堂,一氣宗主,,,新竹縣,德昌街松柏村236號,天德聖教,03-5592862,范增榮,120.983001708984,24.8682403564453,新豐鄉
1578,財團法人台北市中崙福成宮,福德正神,,,臺北市,福成里市民大道4段71號,道教,02-27516796,何春長,121.547004699707,25.0453071594238,松山區
1579,財團法人台北市中華佛教文化館,釋迦牟尼佛,,,臺北市,溫泉里光明路276號,佛教,02-28912550,洪鴻榮,121.510299682617,25.1364898681641,北投區
1580,財團法人台北市福佑宮,福德正神,,,臺北市,誠安里安東街32號,道教,02-27715335,林榮三,121.542503356934,25.0442199707031,大安區
1581,德林寺,釋迦牟尼佛,,,新北市,尚德里三和路三段85號,佛教,02-29725706,劉菊美,121.494499206543,25.0721893310547,三重區
1582,長祥宮,五顯大帝,,,桃園市,長祥路1096號,道教,03-4773866,范姜群會,121.118896484375,24.9586200714111,新屋區
1583,大鵬天護宮,三官大帝,,,新北市,大鵬里萬里加投149之3號,道教,02-24985246,李聰明,121.645698547363,25.2140998840332,萬里區
1584,龍安宮,玉皇大帝,,,新北市,龍洞街38之1號,道教,02-24909450,張阿井,121.915702819824,25.1114292144775,貢寮區
1585,顯安巖祖師廟,顯應祖師,,,桃園市,樂善里樂安街1號,佛教,03-3281858,黃世宗,121.381736755371,25.0524272918701,龜山區
1586,建華高峰福德祠,福德正神,,,新竹市,高峰里寶山路142之1號,道教,03-5220246,蔡德坤,120.97526550293,24.7922897338867,東區
1587,覺明寺,普庵祖師,,,新北市,豐年街51巷17弄1號,佛教,02-22016055,呂仁和,121.44750213623,25.03244972229,新莊區
1588,姜寮福地,福德正神,,,新竹市,復興里17鄰經國路一段398之1號,道教,039-6830710,戴文燦,120.981300354004,24.8150806427002,東區
1589,樟山寺,普庵祖師,,,臺北市,老泉街45巷29號,佛教,02-29361116,陳金圳,121.560897827148,24.9774894714355,文山區
1590,板橋區大井頭福德祠,福德正神,,,新北市,重慶路269巷13號,道教,02-29594378,簡連恭,121.463798522949,24.9995193481445,板橋區
1591,石頭厝福德宮,福德正神,,,新北市,安利街26號旁,道教,02-29155967,陳誠忠,121.519401550293,24.974609375,新店區
1592,屈尺福德宮,福德正神,,,新北市,屈尺里屈尺路161之3號,道教,02-26668019,林義清,121.54239654541,24.9220600128174,新店區
1593,鶯歌福德宮,福德正神,,,新北市,東鶯里文化路325巷3號,道教,02-86781978,陳正茂,121.352600097656,24.9519596099854,鶯歌區
1594,財團法人萬慶巖清水祖師廟,清水祖師,,,臺北市,萬慶街124號,道教,02-29328612,高昌倫,121.536697387695,24.9950408935547,文山區
1595,迪毅堂,徐元帥,,,新北市,流芳里館前西路92號,道教,02-29677397,林公世,121.457397460938,25.0073108673096,板橋區
1596,混元宮,玄天上帝,,,基隆市,西定路322巷2號,道教,02-24229272,謝木村,121.729972839355,25.1388072967529,中山區
1597,明德宮,楊府聖王,,,臺北市,老泉街45巷27之1號,道教,02-29394451,黃輝雄,121.578796386719,24.9700107574463,文山區
1598,金剛宮,四面金剛佛,,,新北市,富基里崁子腳41之3號,道教,02-26382076,許裕仁,121.533699035645,25.2866096496582,石門區
1599,台北石靈宮,石靈大帝,,,新北市,漁光村13鄰中心崙16之1號,道教,02-26657053,林信章,121.777099609375,24.9413108825684,坪林區
1600,玉明宮,楊府聖王,,,新北市,明志里明志路2段320巷12號,道教,02-29031355,陳明輝,121.425300598145,25.0463695526123,泰山區
1601,福興宮,福德正神,,,基隆市,暖暖街133之1號,道教,02-24571596,陳建興,121.736999511719,25.0993595123291,暖暖區
1602,財團法人台灣省台北縣新店市廣照禪寺,釋迦牟尼佛,,,新北市,廣明里6鄰中興路1段98號,佛教,02-29111046,蔡侯鳳鳴,121.54069519043,24.9602241516113,新店區
1603,財團法人新北市頂埔妙覺禪寺,燃燈佛,釋迦牟尼佛,彌勒佛,新北市,大暖坑14號,道教,02-22681149,楊錦英,121.418998718262,24.9524097442627,土城區
1604,財團法人台灣省新竹縣橫山鄉九讚頭國王宮,三山國王,,,新竹縣,新興村新興街62巷6號,道教,03-5934637,曾鑑杰,121.141716003418,24.7166652679443,橫山鄉
1605,聖山寺,釋迦牟尼佛,,,新北市,福隆里東興街30之1號,佛教,02-24991901,釋星道,121.950401306152,25.0173797607422,貢寮區
1606,芎林福德社,福德正神,,,新竹縣,芎林村15鄰99-1號,道教,03-5921926,江范木火,121.0771484375,24.7754058837891,芎林鄉
1607,基礎忠恕道院,明明上帝,,,桃園市,兔坑村大棟山路111號,一貫道,03-3591111,黃錫堃,121.372703552246,24.992000579834,龜山區
1608,財團法人新竹內天后宮,天上聖母,,,新竹市,興南里西門街184號,道教,03-5244909,林振森,120.96216583252,24.8007564544678,北區
1609,開天宮,盤古爺,,,新北市,新店里新店路65號,道教,02-29138934,高銘桂,121.538597106934,24.9519996643066,新店區
1610,真武壇,玄天上帝,,,新北市,北園里西圳街二段41巷1號,道教,02-26803849,林水清,121.388298034668,24.9610595703125,樹林區
1611,聖天宮,瑤池金母,,,新北市,坡內里保安街2段45巷101之1號,道教,02-26813559,賴子聖,121.406646728516,24.9940395355225,樹林區
1612,東林靜修宮,清水祖師,,,新北市,桂安街7-4號,道教,02-24941556,游明倫,121.968803405762,25.0181407928467,貢寮區
1613,永修精舍,釋迦牟尼佛,,,新竹市,境福街141巷10號,佛教,03-5319052,楊漢珩,120.959701538086,24.8187808990479,北區
1614,光耀佛堂,彌勒佛,,,桃園市,後湖里3鄰25之7號,一貫道,03-4773739,范姜群源,121.084999084473,24.9863090515137,新屋區
1615,財團法人中華民國佛教金剛乘蓮花精舍,釋迦牟尼佛,,,新北市,中央新村中央路6街38號 ,佛教,02-29172329,陳黛虹,121.533073425293,24.9782810211182,新店區
1616,財團法人台北市朱厝崙福聚宮,福德正神,,,臺北市,力行里龍江路55巷21號,道教,02-27215792,邱陳龍,121.541580200195,25.0508251190186,中山區
1617,財團法人台北市士林神農宮,神農大帝,,,臺北市,前街舊佳里74號,道教,02-28324955,何逸松,0.0,0.0,士林區
1618,財團法人台灣省基隆市樂仙宮,孚佑帝君,,,基隆市,南榮路134巷3號,道教,-0963582035,張蔡襄,121.74340057373,25.1180992126465,仁愛區
1619,財團法人台北市雙福宮,福德正神,,,臺北市,雙連里雙連街37號,佛教,-0933909573,蘇國華,121.519096374512,25.0587997436523,大同區
1620,財團法人新北市噶瑪三乘法輪中心,普庵祖師,,,新北市,中安里中和路378巷16號,佛教,02-29213129,吳敏弘,121.51139831543,25.0015201568604,中和區
1621,五華宮,包府千歲,,,新竹縣,五豐里五豐街17巷1號,道教,03-5950455,古邱傳,121.081085205078,24.7445316314697,竹東鎮
1622,金福宮,福德正神,,,新北市,石山里五號路253之1號,道教,02-24961841,呂條枝,121.856399536133,25.1127700805664,瑞芳區
1623,蕃仔澳天福宮,天上聖母,,,新北市,深澳里深澳路197之3號,道教,02-24974575,游俊宏,121.819801330566,25.1339206695557,瑞芳區
1624,法王寺,釋迦牟尼佛,,,桃園市,上湖里14鄰高鐵南路十段320號,佛教,03-4728139,董素菁,121.142997741699,24.9048500061035,楊梅區
1625,樹林南寮福德宮,福德正神,,,新北市,坡內里保安街二段45巷53號,道教,02-26834486,黃秀玉,121.412803649902,24.9972896575928,樹林區
1626,廣欣福德宮,福德正神,,,新北市,平廣路284號,道教,02-29672122,簡寬德,121.504455566406,24.8862972259521,新店區
1627,長福岩,清水祖師,,,新北市,廣興路66巷7弄1號,道教,02-26667246,林銘年,121.538597106934,24.9139003753662,新店區
1628,廣濟寺,釋迦牟尼佛,,,新北市,丹鳳里壽山路89號,佛教,02-29019008,廖菊枝,121.408798217773,25.0331192016602,新莊區
1629,獅岩宮,有應公,,,新竹市,東香里2鄰獅頭5-1號,道教,03-5382461,孫進壽,120.959083557129,24.7740211486816,香山區
1630,昭靈廟,城隍爺,,,新北市,基山里汽車路11號,道教,02-24971557,林添麟,121.845397949219,25.1097393035889,瑞芳區
1631,北極玄聖宮,玄天上帝,,,新北市,賢孝里淡金路四段590號,道教,02-28011928,王木榮,121.45189666748,25.228479385376,淡水區
1632,中崙福順宮,福德正神,,,臺北市,南京東路3段303巷8弄臨10號,道教,02-27211768,卓富全,121.547500610352,25.0528392791748,松山區
1633,福德祠,福德正神,,,桃園市,上華里中正路上華段90巷25號,道教,03-4802793,戴順龍,121.22339630127,24.8521404266357,龍潭區
1634,龍安祠,福德正神,,,新北市,龍安里瑞芳街4號,道教,04-24977704,許萬富,121.806701660156,25.1099891662598,瑞芳區
1635,爪峰里福德宮,福德正神,,,新北市,爪峰里三爪子坑路194號旁,道教,02-24061551,吳國忠,121.806297302246,25.1052093505859,瑞芳區
1636,皇意宮,瑤池金母,,,新北市,直潭里灣潭路28之1號,道教,02-29142364,高天文,121.54109954834,24.9455699920654,新店區
1637,真武山受玄宮,玄天上帝,,,新北市,廣興里廣興路156號,道教,02-26667896,胡樹名,121.536399841309,24.9092903137207,新店區
1638,至善大道院,彌勒佛,,,新北市,薏仁坑路59之1號,一貫道,02-22150181,呂富雄,121.490798950195,24.9655704498291,新店區
1639,忠福宮,開漳聖王,,,新北市,中幅里中福56號,道教,02-24921582,翁朝根,121.680603027344,25.1715202331543,萬里區
1640,昭靈宮,靈官大帝,,,新北市,萬里里瑪鋉路197號,道教,02-24924686,張金農,121.690399169922,25.1790199279785,萬里區
1641,台北府城隍廟,城隍爺,,,臺北市,慈祐里虎林街3號,道教,02-27692220、27672195,周永興,121.576194763184,25.0495128631592,松山區
1642,慶安宮,延平郡王,,,新北市,真理里延平街13號,道教,02-24902616,許吳却,121.923797607422,25.0549201965332,貢寮區
1643,覺海寺,釋迦牟尼佛,,,桃園市,自強東路147號,佛教,03-3292990,陳泳玲,121.343399047852,24.9950103759766,龜山區
1644,桃園縣龜山鄉德修宮,三清道祖,,,桃園市,明興街221巷19弄28號,道教,03-3192352,黃正園,121.334098815918,24.9835205078125,龜山區
1645,香山寺,阿彌陀佛,觀世音菩薩,大勢至菩薩,新竹市,朝山里13鄰大湖路52巷29號,道教,03-5374873,林文德,120.915496826172,24.7628002166748,東區
1646,蘆洲福安宮,福德正神,,,新北市,福安里民權路臨70號,道教,02-22880001,李隆豐,121.475196838379,25.0872592926025,蘆洲區
1647,福德祠,福德正神,,,桃園市,蘆興里7鄰蘆興街487巷36號,道教,03-3227055,邱進賢,121.277679443359,25.0409202575684,蘆竹區
1648,龍潭龍元宮,神農大帝,,,桃園市,龍潭里東龍路246號,道教,03-4897071,林錦浪,121.214027404785,24.8651466369629,龍潭區
1649,三官宮,三官大帝,,,桃園市,三水里11鄰龍新路三水段244巷16號,道教,03-4717417,宋建墅,121.152458190918,24.8444423675537,龍潭區
1650,五和宮,天上聖母,,,新竹縣,五龍村7鄰富林路一段138巷23弄19號,道教,03-5931730,馮堯浪,121.1201171875,24.7363529205322,芎林鄉
1651,玉山寺,普庵祖師,,,新北市,中興路一段98號,佛教,02-29116156,翁春美,121.53929901123,24.9603996276855,新店區
1652,三湖福德宮,福德正神,,,新北市,安康路三段517號旁,道教,02-22156266,廖景春,121.482299804688,24.9484004974365,新店區
1653,養源堂,釋迦牟尼佛,,,新北市,屈尺里康雅崙路1號之1,佛教,02-26667682,連善良,121.540802001953,24.9253597259521,新店區
1654,樹林市德仁廟,三官大帝,,,新北市,北園里9鄰佳園路二段87號,道教,02-26803354,詹茂雄,121.390899658203,24.959379196167,樹林區
1655,財團法人桃園市大園區大園仁壽宮,感天上帝,,,桃園市,大園里大觀路18號,道教,03-3862164,陳根德,121.196449279785,25.0654621124268,大園區
1656,八德三元宮,三官大帝,,,桃園市,興仁里3鄰中山路2號,道教,03-3683690,呂林小鳳,121.28450012207,24.9302501678467,八德區
1657,震安宮,五年千歲,,,新北市,埤塘里忠義路24之1號,道教,02-22697179,何明儒,121.440101623535,24.9700794219971,土城區
1658,埤林廣福宮,福德正神,,,新北市,埤林里學享街6巷1號之1,道教,02-22646337,黃永吉,121.451103210449,24.9872703552246,土城區
1659,土城瑞坤宮,天上聖母,,,新北市,瑞興里四川路29巷34之1號,道教,02-89675676,李旺榮,121.454696655273,24.9949893951416,土城區
1660,集慶宮,保儀尊王,,,新北市,中民里石碇子埔43號,道教,02-26631070,周明瑞,121.673202514648,25.0083408355713,石碇區
1661,正覺寺,普庵祖師,,,新北市,昇高里烏月路89號,佛教,02-26621277,蔡淑美,121.632598876953,25.0053806304932,深坑區
1662,樹林慈聖宮,天上聖母,,,新北市,育英里文化街18號,道教,02-26819853,廖振輝,121.419700622559,24.9875297546387,樹林區
1663,元寶山仙石府,劉海蟾祖師,,,新北市,靜安路一段352號,道教,02-26638033,曾啟峰,121.698799133301,25.0170097351074,石碇區
1664,板橋慈后宮,天上聖母,,,新北市,長江路一段106巷7號,道教,02-22568757,黃良誥,121.459899902344,25.0293197631836,板橋區
1665,妙雲宮,王禪老祖,,,新北市,重慶路37號,道教,02-29579995,施萬浤,121.461402893066,25.0077495574951,板橋區
1666,麗旭宮,福德正神,,,基隆市,東信路73號,道教,02-24661431,李宏仁,121.764999389648,25.1275596618652,信義區
1667,富南宮,天上聖母,,,臺北市,新富里研究院路1段112、114號,道教,02-27837134,張朝買,121.615600585938,25.0492095947266,南港區
1668,慈仁宮,天上聖母,,,新北市,田寮洋街13號,道教,02-24941358,吳清同,121.922302246094,25.0255298614502,貢寮區
1669,北和宮,地藏王菩薩,,,新竹縣,中山路竹北里296之2號,道教,03-5516017,彭吉台,121.016090393066,24.8380260467529,竹北市
1670,國王宮(橫山村),三山國王,,,新竹縣,橫山村3鄰56號,道教,03-5933535,陳(方方土)億,121.121299743652,24.7158107757568,橫山鄉
1671,天靈宮,關聖帝君,,,新北市,石門路57號,道教,02-22612709,吳幸福,121.459579467773,24.9626502990723,土城區
1672,光明王寺,釋迦牟尼佛,,,新北市,添福里177與215號中間,佛教,02-22519317,陳宗禮,121.379486083984,24.8941802978516,三峽區
1673,新竹市前溪福德宮,福德正神,,,新竹市,中華路一段2巷57之1號,道教,03-5323828,吳榮瑞,120.993881225586,24.819953918457,東區
1674,新朝宮,天上聖母,,,基隆市,中山二路105巷78之1號,道教,02-24288610,陳宜均,121.737815856934,25.1401996612549,中山區
1675,指南宮,孚佑帝君,,,臺北市,萬壽路115號,道教,02-29399922,高超文,121.586601257324,24.9798603057861,文山區
1676,板橋天秀宮(已廢止),女媧娘娘,,,新北市,信義里6鄰信義路臨52之2號,道教,02-29527218,王金鎮,121.457000732422,24.9941806793213,板橋區
1677,財團法人台北市景福宮,福德正神,,,臺北市,圓山里德惠街11號,道教,02-25969325,翁清標,121.525497436523,25.0667552947998,中山區
1678,財團法人台北市北投區慈生宮,神農大帝,,,臺北市,立農里立農街一段321號,道教,02-28227410,潘同發,121.50700378418,25.1196899414063,北投區
1679,蘆洲護天宮,地母至尊,,,新北市,復興里復興路227巷26號,道教,02-22829437,李益義,121.479499816895,25.0911197662354,蘆洲區
1680,中隘村福德爺,福德正神,,,新竹市,中隘里中華路六段703巷23弄7號,道教,03-5371541,劉丁來,120.918930053711,24.729606628418,香山區
1681,保福宮,保生大帝,,,新北市,仁愛路202巷11號,道教,02-29227524,陳水生,121.508796691895,25.0129299163818,永和區
1682,修聖宮,瑤池金母,,,新北市,塗潭里新潭路一段120巷16之1號,道教,02-29402568,簡進益,121.527603149414,24.9362907409668,新店區
1683,昭惠廟,開漳聖王,,,新北市,龍門街74之1號,道教,02-24941556,蔡阿樹,121.931297302246,25.02659034729,貢寮區
1684,仙伯公福德宮,福德正神,,,新竹縣,大林路26巷21號,道教,03-5963518,黃政枝,121.088638305664,24.7315883636475,竹東鎮
1685,龜山北天宮,池府王爺,,,桃園市,龍壽里16鄰寶福路關公嶺9-1號,道教,03-3204477,梁炎和,121.389923095703,25.0036125183105,龜山區
1686,南天宮,關聖帝君,,,桃園市,上林里溝東100之1號,道教,03-4792375,邱雲煥,121.208488464355,24.8634700775146,龍潭區
1687,妙善寺,釋迦牟尼佛,觀世音菩薩,,桃園市,高上里幼獅路2段55巷79號,佛教,03-4644397,張逸誠,121.169502258301,24.931209564209,楊梅區
1688,碧潭寺,釋迦牟尼佛,,,新北市,廣明里中興路一段98之1號,佛教,02-29116705,涂清依,121.540702819824,24.9603595733643,新店區
1689,玄武殿,玄天上帝,,,新北市,北園里西圳街二段97巷19之1號,道教,02-26801105,楊秀彬,121.386703491211,24.9572601318359,樹林區
1690,鶯歌南興宮,福德正神,,,新北市,建國路257號,道教,02-26792882,王明義,121.347801208496,24.953369140625,鶯歌區
1691,財團法人新北市樹林鎮南宮,五年千歲,,,新北市,千歲街2號,道教,02-26812360,許正秋,121.424896240234,24.9952697753906,樹林區
1692,財團法人台北市臺疆樂善壇,關聖帝君,,,臺北市,永樂里長安西路263號,道教,02-25566523,黃榮海,121.510871887207,25.0521259307861,大同區
1693,廣行宮,清水祖師,,,桃園市,大仁里4鄰仁和街211巷1弄18號,道教,03-3625157,李秀明,121.320503234863,24.9697608947754,八德區
1694,德興宮,福德正神,,,新北市,貨饒里中央路1段45巷3號,道教,02-22611547,黃文龍,121.448600769043,24.9902801513672,土城區
1695,慈德寺,釋迦牟尼佛,,,新北市,中埔里中園街86巷1號,佛教,02-26711213,簡圓,121.367301940918,24.9249305725098,三峽區
